CustomerID,CustomerName,Gender,Age,City,State,Region,Segment,SignupDate
C1645,Jagvi Varghese,Male,44,Gurugram,Haryana,North,New,2025-03-05
C1646,Unnati Chaudhari,Female,48,Gurugram,Haryana,North,Regular,2024-03-03
C1647,Ekaja Jani,Male,20,Mysuru,Karnataka,South,Regular,2021-08-05
C1648,Dhriti Sachdev,Male,54,Jaipur,Rajasthan,West,Regular,2022-03-23
C1649,Timothy Dhingra,Female,56,Mysuru,Karnataka,South,New,2022-06-24
C1650,Advika Sahni,Female,23,Chandigarh,Punjab,North,Regular,2026-05-25
C1651,Michael Hayre,Female,28,Jaipur,Rajasthan,West,Regular,2026-05-02
C1652,Victor Raghavan,Male,57,Ahmedabad,Gujarat,West,Premium,2025-12-04
C1653,Xalak Nazareth,Female,47,Hyderabad,Telangana,South,Premium,2025-07-13
C1654,Vrinda Swaminathan,Female,26,New Delhi,Delhi,North,Regular,2023-08-04
C1655,Om Pandey,Male,56,Coimbatore,Tamil Nadu,South,Regular,2026-02-07
C1656,Logan Suresh,Male,23,Kochi,Kerala,South,Regular,2026-05-23
C1657,Daniel Viswanathan,Female,51,Bengaluru,Karnataka,South,Regular,2025-10-24
C1658,Falan Bava,Female,32,Nagpur,Maharashtra,West,New,2024-06-10
C1659,Nitara Devan,Male,45,Kozhikode,Kerala,South,Regular,2023-06-08
C1660,Ekansh Dora,Male,36,Kochi,Kerala,South,Premium,2026-04-15
C1661,Tejas Tiwari,Male,18,Noida,Uttar Pradesh,North,Premium,2022-11-30
C1662,Kashvi Bhasin,Male,51,Nagpur,Maharashtra,West,Regular,2024-05-26
C1663,Vinaya Babu,Female,44,Chandigarh,Punjab,North,Regular,2025-04-29
C1664,Nisha Arora,Female,34,Mysuru,Karnataka,South,New,2025-02-14
C1665,Anvi Wason,Female,61,Surat,Gujarat,West,Regular,2024-11-25
C1666,Anay Thakkar,Female,29,Coimbatore,Tamil Nadu,South,Regular,2024-07-25
C1667,Praneel Chhabra,Female,54,Noida,Uttar Pradesh,North,Regular,2022-11-22
C1668,Manthan Khosla,Male,60,Gurugram,Haryana,North,Regular,2025-08-05
C1669,Zayyan Pandya,Male,24,Coimbatore,Tamil Nadu,South,Regular,2025-11-10
C1670,Mekhala Brar,Male,28,Surat,Gujarat,West,Regular,2025-12-17
C1671,Nidra Sharaf,Male,27,Chandigarh,Punjab,North,Regular,2025-12-24
C1672,Upkaar Mital,Male,34,Jaipur,Rajasthan,West,Regular,2021-12-18
C1673,Azad Chander,Female,43,New Delhi,Delhi,North,Premium,2025-07-13
C1674,Ladli Purohit,Male,29,Noida,Uttar Pradesh,North,Premium,2025-06-17
C1675,Daksh Andra,Female,30,Kochi,Kerala,South,Regular,2022-08-08
C1676,Fitan Tata,Male,61,Jaipur,Rajasthan,West,Regular,2024-12-01
C1677,Garima Chandran,Male,35,Chennai,Tamil Nadu,South,Premium,2022-05-09
C1678,Victor Kakar,Male,51,Kolkata,West Bengal,East,Regular,2023-09-29
C1679,Anika Batra,Female,64,Gurugram,Haryana,North,New,2021-12-22
C1680,Avni Bali,Female,32,Jaipur,Rajasthan,West,Premium,2023-06-02
C1681,Divya Babu,Male,34,Coimbatore,Tamil Nadu,South,Regular,2023-09-26
C1682,Maanas Rao,Male,50,Lucknow,Uttar Pradesh,North,Regular,2024-08-08
C1683,Chandani Gaba,Female,62,New Delhi,Delhi,North,Regular,2026-05-20
C1684,Lopa Zachariah,Male,39,Surat,Gujarat,West,New,2025-10-14
C1685,Leena Dey,Male,48,Kozhikode,Kerala,South,Regular,2024-10-04
C1686,Xiti Pal,Male,61,New Delhi,Delhi,North,Premium,2025-01-08
C1687,Guneet Sarkar,Male,62,Kolkata,West Bengal,East,New,2023-06-14
C1688,Faqid Oak,Female,61,Coimbatore,Tamil Nadu,South,Premium,2021-12-28
C1689,Eta Balan,Male,48,Kolkata,West Bengal,East,Regular,2024-07-30
C1690,Shravya Swaminathan,Male,49,Coimbatore,Tamil Nadu,South,Premium,2022-06-30
C1691,Ishani Prashad,Female,31,Chennai,Tamil Nadu,South,Regular,2026-05-13
C1692,Quincy Rai,Male,25,Coimbatore,Tamil Nadu,South,New,2022-05-06
C1693,Chakrika Koshy,Male,52,Ludhiana,Punjab,North,New,2024-11-29
C1694,Fitan Loyal,Female,49,Kozhikode,Kerala,South,New,2024-12-13
C1695,Lajita Dube,Male,50,Jaipur,Rajasthan,West,Regular,2024-03-22
C1696,Edhitha Patel,Female,48,Chennai,Tamil Nadu,South,New,2021-10-09
C1697,Gavin Ahluwalia,Female,61,Nagpur,Maharashtra,West,Premium,2023-06-02
C1698,Sai Parsa,Female,38,Kochi,Kerala,South,Premium,2025-05-21
C1699,Harsh Deo,Female,55,Nagpur,Maharashtra,West,Regular,2022-08-26
C1700,Rachit Sankar,Female,33,Kolkata,West Bengal,East,Regular,2022-07-09
C1701,Yauvani Reddy,Male,49,Jaipur,Rajasthan,West,Regular,2023-07-10
C1702,Atharv Chakraborty,Female,35,Surat,Gujarat,West,Regular,2023-07-08
C1703,Girik Nair,Male,24,Jaipur,Rajasthan,West,Premium,2024-09-12
C1704,Advik Manne,Female,30,Coimbatore,Tamil Nadu,South,Regular,2026-04-09
C1705,Lipika Chad,Male,29,Gurugram,Haryana,North,Regular,2024-02-14
C1706,Omkaar Rai,Female,37,Mysuru,Karnataka,South,Regular,2025-11-15
C1707,Liam Luthra,Male,62,Jaipur,Rajasthan,West,Regular,2023-09-14
C1708,Amrita Tailor,Male,46,Coimbatore,Tamil Nadu,South,Premium,2024-02-21
C1709,Dev Ganesh,Female,40,Hyderabad,Telangana,South,Regular,2023-06-28
C1710,Anya Sama,Male,54,New Delhi,Delhi,North,Premium,2026-05-02
C1711,Veda Bose,Female,40,Chandigarh,Punjab,North,Regular,2025-11-05
C1712,Zayan Koshy,Female,23,Noida,Uttar Pradesh,North,Regular,2025-10-24
C1713,Rohan Shankar,Male,28,Hyderabad,Telangana,South,Premium,2025-01-04
C1714,Krishna Modi,Female,22,Kolkata,West Bengal,East,Regular,2025-01-03
C1715,Meghana Natarajan,Female,59,Kolkata,West Bengal,East,Regular,2023-03-25
C1716,Forum Sarraf,Female,41,Hyderabad,Telangana,South,Premium,2022-12-28
C1717,Qushi Deshpande,Male,29,Noida,Uttar Pradesh,North,New,2023-10-16
C1718,Ekani Iyer,Female,65,Bengaluru,Karnataka,South,Premium,2025-03-07
C1719,Dipta Goel,Female,24,New Delhi,Delhi,North,Regular,2022-05-28
C1720,Eiravati Manne,Female,51,Kochi,Kerala,South,Premium,2021-08-13
C1721,Xavier Nanda,Male,23,New Delhi,Delhi,North,Premium,2022-12-10
C1722,Avni Ramaswamy,Male,65,Surat,Gujarat,West,Regular,2022-10-03
C1723,Ishaan Iyengar,Male,19,Chandigarh,Punjab,North,Regular,2022-03-16
C1724,Avi Shenoy,Female,47,Kolkata,West Bengal,East,New,2026-04-25
C1725,Raksha Manne,Female,26,Noida,Uttar Pradesh,North,New,2024-07-18
C1726,Nilima Tata,Female,58,Gurugram,Haryana,North,Premium,2024-10-13
C1727,Chavvi Khurana,Female,40,Jaipur,Rajasthan,West,Regular,2024-05-28
C1728,Mitesh Sampath,Female,41,Chennai,Tamil Nadu,South,Regular,2023-12-12
C1729,Ethan Sen,Male,51,Mysuru,Karnataka,South,New,2021-07-12
C1730,Nandini Warrior,Female,52,Mysuru,Karnataka,South,Regular,2023-01-29
C1731,Balhaar Parsa,Male,45,Kozhikode,Kerala,South,Premium,2023-02-24
C1732,Ikbal Kothari,Male,53,Jaipur,Rajasthan,West,Regular,2025-12-08
C1733,Ojas Basu,Male,28,Surat,Gujarat,West,Premium,2023-09-07
C1734,Garima Sani,Female,32,Ludhiana,Punjab,North,Regular,2026-02-11
C1735,Advaith Chaudhari,Female,36,Ahmedabad,Gujarat,West,Premium,2024-05-14
C1736,Tristan Uppal,Male,22,Noida,Uttar Pradesh,North,Regular,2023-10-14
C1737,Sanaya Prasad,Female,57,Hyderabad,Telangana,South,Regular,2025-01-15
C1738,Ubika Tella,Female,19,Gurugram,Haryana,North,Regular,2022-07-10
C1739,Hemani Bakshi,Male,36,Lucknow,Uttar Pradesh,North,Regular,2022-07-06
C1740,Henry Merchant,Male,32,Gurugram,Haryana,North,Regular,2025-07-19
C1741,Frederick D’Alia,Female,44,Pune,Maharashtra,West,Regular,2022-09-08
C1742,Ijaya Muni,Male,39,Kozhikode,Kerala,South,Regular,2024-01-26
C1743,Tamanna Jhaveri,Female,22,Bengaluru,Karnataka,South,Regular,2022-12-18
C1744,Ijaya Soni,Female,42,Bengaluru,Karnataka,South,New,2026-03-10
C1745,Raksha Sethi,Female,33,New Delhi,Delhi,North,Premium,2023-08-18
C1746,Ekalinga Mital,Male,51,Mumbai,Maharashtra,West,Premium,2024-01-20
C1747,Ishwar Bajaj,Female,38,Coimbatore,Tamil Nadu,South,Regular,2023-08-26
C1748,Ikbal Gala,Male,34,Gurugram,Haryana,North,Regular,2025-08-24
C1749,Zaitra Ghosh,Male,60,Hyderabad,Telangana,South,Regular,2023-06-29
C1750,Ganga Sandhu,Female,38,New Delhi,Delhi,North,Regular,2025-01-07
C1751,Vincent Ravel,Male,18,Hyderabad,Telangana,South,New,2023-09-09
C1752,Quincy Sankaran,Male,41,Jaipur,Rajasthan,West,Premium,2025-04-30
C1753,Ayush Hora,Male,61,Chennai,Tamil Nadu,South,Premium,2024-04-09
C1754,Pushti Ramachandran,Female,59,Chandigarh,Punjab,North,Regular,2021-10-21
C1755,Tanish Jha,Female,32,Lucknow,Uttar Pradesh,North,Regular,2022-03-05
C1756,Dev Chaudry,Female,64,Noida,Uttar Pradesh,North,Regular,2025-12-26
C1757,Jasmit Nanda,Male,34,Gurugram,Haryana,North,New,2023-06-24
C1758,Tanvi Comar,Female,52,Kozhikode,Kerala,South,Premium,2024-08-08
C1759,Vrishti Wable,Female,38,Chennai,Tamil Nadu,South,Premium,2024-07-08
C1760,Lipika Ramanathan,Male,46,Hyderabad,Telangana,South,Regular,2021-11-09
C1761,Ijaya Pandey,Male,58,Hyderabad,Telangana,South,Regular,2024-01-06
C1762,Orinder Mishra,Male,57,Gurugram,Haryana,North,New,2026-06-03
C1763,Krish Munshi,Male,60,Jaipur,Rajasthan,West,New,2023-04-08
C1764,William Mody,Female,53,Ahmedabad,Gujarat,West,Regular,2024-05-29
C1765,Qadim Prakash,Female,25,Hyderabad,Telangana,South,Regular,2023-10-08
C1766,Yasti Rama,Male,29,Chandigarh,Punjab,North,New,2021-09-18
C1767,Lakshit Rajagopal,Male,24,Chennai,Tamil Nadu,South,Regular,2024-03-11
C1768,Quincy Sur,Female,51,Ludhiana,Punjab,North,Premium,2025-02-27
C1769,Ojas Suri,Female,32,Jaipur,Rajasthan,West,Premium,2021-09-29
C1770,Logan Grover,Female,23,New Delhi,Delhi,North,Regular,2022-08-22
C1771,Shravya Bera,Female,41,Chandigarh,Punjab,North,Premium,2023-06-30
C1772,Aditya Sundaram,Male,64,Nagpur,Maharashtra,West,Regular,2022-12-17
C1773,Robert Rajagopalan,Male,24,Hyderabad,Telangana,South,Premium,2022-09-06
C1774,Nilima Swamy,Male,51,Noida,Uttar Pradesh,North,Premium,2022-07-14
C1775,Sachi Suresh,Female,65,Jaipur,Rajasthan,West,Regular,2024-08-07
C1776,Fitan Balasubramanian,Female,62,Ludhiana,Punjab,North,Premium,2025-04-02
C1777,Brinda Bali,Male,53,New Delhi,Delhi,North,Regular,2025-11-29
C1778,Umang Yogi,Female,40,Kolkata,West Bengal,East,New,2024-06-18
C1779,Om Shankar,Female,44,Noida,Uttar Pradesh,North,Premium,2026-03-17
C1780,Yasti Chowdhury,Male,54,Surat,Gujarat,West,Regular,2024-11-18
C1781,Amrita Peri,Female,46,Surat,Gujarat,West,New,2023-06-28
C1782,Ridhi Kamdar,Female,56,Nagpur,Maharashtra,West,Regular,2021-08-30
C1783,Harsh Kota,Female,32,Mysuru,Karnataka,South,Regular,2021-07-04
C1784,Bachittar Sengupta,Female,53,Kolkata,West Bengal,East,Regular,2025-10-18
C1785,Ijaya Chahal,Male,47,Jaipur,Rajasthan,West,Regular,2021-12-31
C1786,Jacob Khalsa,Male,32,Mysuru,Karnataka,South,Regular,2023-07-12
C1787,Indali Sangha,Female,54,Hyderabad,Telangana,South,New,2024-09-01
C1788,Liam Jhaveri,Female,48,Gurugram,Haryana,North,Regular,2025-07-11
C1789,Daniel Panchal,Female,20,Gurugram,Haryana,North,Premium,2024-10-22
C1790,Om Naik,Male,39,Jaipur,Rajasthan,West,Regular,2021-11-28
C1791,Bimala Loke,Male,32,Surat,Gujarat,West,Premium,2026-05-03
C1792,Krishna Sabharwal,Female,21,Jaipur,Rajasthan,West,Regular,2025-01-09
C1793,Aradhana Date,Male,38,Pune,Maharashtra,West,Regular,2024-06-30
C1794,Zaid Dhingra,Female,46,Chennai,Tamil Nadu,South,Premium,2021-10-02
C1795,Yug Ramaswamy,Female,36,Jaipur,Rajasthan,West,Premium,2022-09-18
C1796,Lucky Luthra,Male,48,Bengaluru,Karnataka,South,Premium,2023-05-10
C1797,Keya Seth,Female,23,Nagpur,Maharashtra,West,Regular,2023-09-16
C1798,Girik Rau,Male,48,Ahmedabad,Gujarat,West,Premium,2025-09-28
C1799,Jyoti Sha,Male,53,Kozhikode,Kerala,South,Premium,2025-02-15
C1800,Falak Agate,Male,35,Gurugram,Haryana,North,Premium,2022-10-30
C1801,Tara Parmar,Female,45,Kolkata,West Bengal,East,Regular,2022-02-06
C1802,Mitali Kamdar,Male,37,Coimbatore,Tamil Nadu,South,Regular,2023-05-27
C1803,Siddharth Talwar,Male,46,Kolkata,West Bengal,East,Regular,2024-12-18
C1804,Ekantika Mander,Female,27,Chennai,Tamil Nadu,South,Premium,2025-04-24
C1805,Kalpit Sundaram,Male,33,New Delhi,Delhi,North,New,2025-08-13
C1806,Chanakya Batra,Female,62,Mysuru,Karnataka,South,New,2021-07-19
C1807,Tripti Babu,Male,39,Hyderabad,Telangana,South,Regular,2024-02-10
C1808,Nakul Sastry,Female,53,Lucknow,Uttar Pradesh,North,Regular,2022-08-12
C1809,Aadi Sangha,Male,42,Gurugram,Haryana,North,Premium,2025-05-14
C1810,Kevin Mittal,Male,21,Chandigarh,Punjab,North,Regular,2022-11-26
C1811,Anusha Chander,Female,59,Gurugram,Haryana,North,New,2021-10-07
C1812,Zashil Butala,Female,60,New Delhi,Delhi,North,New,2025-03-04
C1813,Noah Ben,Male,19,Ludhiana,Punjab,North,Regular,2026-04-26
C1814,Dalaja Kaur,Female,50,Ludhiana,Punjab,North,New,2022-10-07
C1815,Gavin Chandran,Male,29,New Delhi,Delhi,North,Regular,2024-03-09
C1816,Tanay Sood,Male,51,Kochi,Kerala,South,Regular,2021-09-10
C1817,Kevin Kara,Male,19,Kozhikode,Kerala,South,Regular,2025-08-23
C1818,Aditya Anand,Female,33,Kolkata,West Bengal,East,New,2024-12-22
C1819,Jai Sami,Male,58,Noida,Uttar Pradesh,North,Regular,2026-01-08
C1820,Vanya Bobal,Female,32,Ahmedabad,Gujarat,West,Regular,2024-07-31
C1821,Leela Chakraborty,Female,51,Ahmedabad,Gujarat,West,New,2021-12-17
C1822,Harshil Munshi,Male,54,Jaipur,Rajasthan,West,Regular,2023-10-23
C1823,Chandani Devan,Male,31,Hyderabad,Telangana,South,Premium,2023-12-27
C1824,Kiaan Dhar,Male,37,Jaipur,Rajasthan,West,Premium,2026-04-22
C1825,Abhiram Gala,Male,59,Lucknow,Uttar Pradesh,North,New,2023-11-18
C1826,Indali Kala,Male,29,Mysuru,Karnataka,South,Regular,2021-11-06
C1827,Nisha Savant,Female,44,Bengaluru,Karnataka,South,New,2025-10-05
C1828,Gabriel Chaudhry,Female,27,Hyderabad,Telangana,South,Premium,2025-08-26
C1829,Jatin Rajagopalan,Male,57,New Delhi,Delhi,North,Premium,2022-07-04
C1830,Pushti Murty,Male,32,Jaipur,Rajasthan,West,Premium,2024-10-24
C1831,Yug Malhotra,Female,26,Kolkata,West Bengal,East,Regular,2025-04-30
C1832,Yuvraj Mane,Female,29,Jaipur,Rajasthan,West,New,2025-06-18
C1833,Charvi Jha,Male,30,Kozhikode,Kerala,South,Regular,2022-03-29
C1834,Manya Merchant,Female,32,Ahmedabad,Gujarat,West,Premium,2022-12-25
C1835,Wriddhish Talwar,Male,46,Chennai,Tamil Nadu,South,New,2021-11-03
C1836,Isaiah Khosla,Female,33,Kozhikode,Kerala,South,Regular,2026-05-01
C1837,Ekavir Wable,Female,64,Nagpur,Maharashtra,West,Regular,2025-08-04
C1838,Jalsa Nadig,Male,46,Jaipur,Rajasthan,West,Regular,2024-05-22
C1839,Lila Salvi,Female,65,Mumbai,Maharashtra,West,Regular,2024-05-18
C1840,Orinder Sinha,Female,46,Ahmedabad,Gujarat,West,Regular,2022-07-14
C1841,Anay Bir,Male,45,Hyderabad,Telangana,South,Regular,2024-01-21
C1842,Adweta Kale,Male,47,Nagpur,Maharashtra,West,New,2024-05-14
C1843,Darpan Rao,Male,29,Kochi,Kerala,South,Premium,2025-07-09
C1844,Yachana Sagar,Female,38,Gurugram,Haryana,North,Regular,2023-09-04
C1845,Neelima Butala,Male,47,Mysuru,Karnataka,South,Regular,2024-10-11
C1846,Arunima Chacko,Male,23,Kolkata,West Bengal,East,Regular,2025-07-01
C1847,Farhan Vaidya,Female,64,Kozhikode,Kerala,South,Premium,2021-12-12
C1848,Nachiket Yadav,Female,20,Lucknow,Uttar Pradesh,North,Premium,2023-08-05
C1849,Mahika Bhatti,Male,29,Kolkata,West Bengal,East,Premium,2022-05-19
C1850,Rajeshri Khare,Female,64,Pune,Maharashtra,West,Premium,2023-03-13
C1851,Yash Chadha,Male,25,Kozhikode,Kerala,South,New,2024-12-24
C1852,Jack Setty,Female,18,Chennai,Tamil Nadu,South,Regular,2024-12-17
C1853,Dayamai Gill,Female,33,Kochi,Kerala,South,Regular,2024-11-17
C1854,Advik Devan,Female,46,Ludhiana,Punjab,North,Regular,2024-01-06
C1855,Nihal Taneja,Female,57,Jaipur,Rajasthan,West,Premium,2022-11-04
C1856,Zansi Lad,Male,21,Chennai,Tamil Nadu,South,Premium,2022-07-04
C1857,Kamya Date,Male,60,Mumbai,Maharashtra,West,Premium,2026-04-04
C1858,Jacob Balan,Male,21,Jaipur,Rajasthan,West,Regular,2023-04-30
C1859,Pushti Magar,Female,57,Bengaluru,Karnataka,South,Premium,2025-03-28
C1860,Adya Bose,Female,20,Gurugram,Haryana,North,Regular,2024-01-09
C1861,Tamanna Vaidya,Female,22,Hyderabad,Telangana,South,Premium,2023-07-15
C1862,Christopher Tata,Female,26,Lucknow,Uttar Pradesh,North,Regular,2023-02-10
C1863,Jhalak Dugar,Female,51,Hyderabad,Telangana,South,Regular,2024-06-04
C1864,Harshil D’Alia,Male,48,Chennai,Tamil Nadu,South,Premium,2022-01-30
C1865,Yashodhara Agate,Female,34,Jaipur,Rajasthan,West,Regular,2023-11-12
C1866,Advik Konda,Female,51,Jaipur,Rajasthan,West,Premium,2022-03-13
C1867,Urmi Patla,Male,57,Kozhikode,Kerala,South,Regular,2025-12-31
C1868,Mason Gola,Male,19,Hyderabad,Telangana,South,Regular,2021-06-24
C1869,Oni Kapur,Female,44,New Delhi,Delhi,North,Regular,2025-12-14
C1870,Yuvraj Saha,Male,62,Kolkata,West Bengal,East,Regular,2021-07-14
C1871,Anika Brahmbhatt,Female,18,New Delhi,Delhi,North,Regular,2023-02-25
C1872,Jagdish Thakkar,Male,29,Kolkata,West Bengal,East,Regular,2023-09-10
C1873,Praneel Kapoor,Male,59,Kolkata,West Bengal,East,Regular,2024-02-17
C1874,Nandini Biswas,Female,47,Mysuru,Karnataka,South,Premium,2026-06-21
C1875,Barkha Mukhopadhyay,Female,54,Ahmedabad,Gujarat,West,Premium,2026-02-25
C1876,Gabriel Shan,Female,40,Kolkata,West Bengal,East,Regular,2022-08-21
C1877,Jyoti Iyer,Male,39,Mysuru,Karnataka,South,New,2026-03-08
C1878,Daksha Kibe,Female,29,Chandigarh,Punjab,North,Premium,2024-09-02
C1879,Jyoti Tak,Male,35,Hyderabad,Telangana,South,Regular,2025-06-13
C1880,Yatan Dora,Female,37,Kochi,Kerala,South,Regular,2023-07-22
C1881,Nimrat Bajwa,Female,20,Hyderabad,Telangana,South,Premium,2022-02-05
C1882,Hiral Andra,Male,48,New Delhi,Delhi,North,New,2024-04-22
C1883,Aarav Puri,Female,64,Bengaluru,Karnataka,South,New,2023-05-18
C1884,Hemang Jha,Male,51,Hyderabad,Telangana,South,Premium,2022-04-10
C1885,Oni Swamy,Male,47,Bengaluru,Karnataka,South,Regular,2025-07-13
C1886,Lucky Mammen,Female,20,Lucknow,Uttar Pradesh,North,Premium,2021-06-29
C1887,Caleb Kata,Female,20,Jaipur,Rajasthan,West,Regular,2023-05-04
C1888,Kashish Shanker,Female,58,Ludhiana,Punjab,North,New,2021-08-06
C1889,Girish Tiwari,Female,35,Kolkata,West Bengal,East,Regular,2022-07-20
C1890,Meera Borde,Male,28,Kochi,Kerala,South,Regular,2022-12-31
C1891,Radhika De,Male,31,Nagpur,Maharashtra,West,Regular,2024-08-10
C1892,Bishakha Lal,Male,63,Noida,Uttar Pradesh,North,New,2022-12-28
C1893,Maya Narain,Male,37,Jaipur,Rajasthan,West,Premium,2022-06-06
C1894,Sneha Magar,Male,19,Kolkata,West Bengal,East,Regular,2021-10-02
C1895,Falan Jain,Female,21,Chandigarh,Punjab,North,Regular,2022-01-23
C1896,Ikbal Dugal,Female,57,Ahmedabad,Gujarat,West,Regular,2025-06-03
C1897,Nitesh Sengupta,Male,47,Kolkata,West Bengal,East,Premium,2025-06-20
C1898,Dipta Ray,Female,37,New Delhi,Delhi,North,Premium,2022-01-06
C1899,Ishita Johal,Male,32,Gurugram,Haryana,North,Regular,2024-02-09
C1900,Darika Sheth,Female,29,Jaipur,Rajasthan,West,Premium,2023-07-05
C1901,Jagdish Chana,Female,47,Ludhiana,Punjab,North,Regular,2025-11-22
C1902,Daksha Baria,Female,48,New Delhi,Delhi,North,Regular,2022-02-07
C1903,Falak Divan,Female,56,Mysuru,Karnataka,South,Premium,2025-10-10
C1904,Yuvraj Parekh,Male,38,Lucknow,Uttar Pradesh,North,Premium,2023-09-29
C1905,Yochana Bawa,Female,43,New Delhi,Delhi,North,Premium,2024-06-16
C1906,Abha Ghosh,Male,48,Chennai,Tamil Nadu,South,Regular,2024-07-17
C1907,Nidhi Sethi,Female,45,Kolkata,West Bengal,East,Premium,2026-01-12
C1908,Girindra Shere,Male,65,Kolkata,West Bengal,East,New,2022-06-10
C1909,Logan Dara,Female,38,Jaipur,Rajasthan,West,Premium,2022-02-10
C1910,David Kapadia,Female,22,Kochi,Kerala,South,Premium,2023-03-13
C1911,Rudra Rattan,Female,59,Ludhiana,Punjab,North,Premium,2023-04-22
C1912,Frado Lad,Male,55,New Delhi,Delhi,North,New,2026-01-19
C1913,Anthony Bhattacharyya,Male,60,Chandigarh,Punjab,North,Regular,2025-09-18
C1914,Sachi Dave,Female,30,Noida,Uttar Pradesh,North,Regular,2023-08-28
C1915,Garima Das,Female,45,Kolkata,West Bengal,East,Premium,2024-08-31
C1916,Triya Bedi,Male,57,Kolkata,West Bengal,East,New,2024-09-26
C1917,Rachita Rana,Female,21,Ahmedabad,Gujarat,West,Regular,2026-04-01
C1918,Ayushman Raja,Female,25,Lucknow,Uttar Pradesh,North,New,2021-06-22
C1919,Orinder Pandya,Female,58,Mumbai,Maharashtra,West,Regular,2023-11-22
C1920,Rachit Maharaj,Female,52,Surat,Gujarat,West,Regular,2023-08-11
C1921,Sanaya Dixit,Male,53,Mysuru,Karnataka,South,Regular,2022-04-01
C1922,Yatan Merchant,Female,60,Kolkata,West Bengal,East,Regular,2022-05-02
C1923,Nisha Srinivas,Male,27,Mumbai,Maharashtra,West,Premium,2025-02-07
C1924,Gagan Mammen,Male,26,Kozhikode,Kerala,South,Premium,2022-03-26
C1925,Laksh Saini,Female,57,Surat,Gujarat,West,Regular,2025-11-22
C1926,Zaid Bahl,Female,42,Noida,Uttar Pradesh,North,Regular,2024-07-25
C1927,Jagrati Srinivasan,Male,54,Mysuru,Karnataka,South,Regular,2024-11-10
C1928,Hemangini Thakkar,Female,44,Gurugram,Haryana,North,New,2025-06-18
C1929,Lipika Madan,Male,54,Jaipur,Rajasthan,West,Regular,2021-08-28
C1930,Atharv Nagar,Female,62,Kolkata,West Bengal,East,Regular,2024-09-21
C1931,Ayushman Mand,Male,51,Gurugram,Haryana,North,New,2024-01-29
C1932,Urmi Wagle,Male,61,New Delhi,Delhi,North,Premium,2024-02-13
C1933,Viraj Dutta,Male,39,Jaipur,Rajasthan,West,Regular,2024-11-27
C1934,Yug Khosla,Female,54,Pune,Maharashtra,West,Premium,2024-01-06
C1935,Daksh Kanda,Female,36,Surat,Gujarat,West,Regular,2025-12-11
C1936,Isha Ghose,Female,21,Gurugram,Haryana,North,Premium,2025-07-18
C1937,Warjas Nadkarni,Male,60,Jaipur,Rajasthan,West,New,2024-09-06
C1938,Ayaan Pandey,Female,23,Gurugram,Haryana,North,Regular,2023-01-29
C1939,Raghav Tailor,Male,57,New Delhi,Delhi,North,Regular,2022-11-19
C1940,Parth Swaminathan,Male,56,Hyderabad,Telangana,South,Regular,2025-08-17
C1941,Gautam Bhalla,Female,41,Jaipur,Rajasthan,West,New,2025-03-01
C1942,Theodore Bahri,Male,51,Hyderabad,Telangana,South,New,2024-03-10
C1943,Aadi Narula,Male,49,Kolkata,West Bengal,East,Premium,2022-04-14
C1944,Kalpit Oak,Female,64,Surat,Gujarat,West,Premium,2022-10-21
C1945,Ekiya Bhargava,Female,25,Coimbatore,Tamil Nadu,South,Regular,2021-10-10
C1946,Manbir Dhar,Female,48,Kozhikode,Kerala,South,Premium,2024-02-21
C1947,Janya Bora,Female,48,Lucknow,Uttar Pradesh,North,Regular,2023-08-07
C1948,Meghana Chaudhuri,Female,46,Noida,Uttar Pradesh,North,Regular,2021-07-15
C1949,Chasmum Naidu,Female,45,Kolkata,West Bengal,East,Premium,2022-01-06
C1950,Nakul Sarkar,Female,35,Ludhiana,Punjab,North,New,2023-05-08
C1951,Edhitha Ghosh,Male,64,Hyderabad,Telangana,South,Premium,2024-01-21
C1952,Udant Gill,Male,38,Coimbatore,Tamil Nadu,South,Regular,2025-04-08
C1953,Damyanti Menon,Male,18,Chandigarh,Punjab,North,Regular,2026-02-18
C1954,Peter Agarwal,Female,40,Lucknow,Uttar Pradesh,North,Regular,2025-04-24
C1955,Bachittar Gopal,Male,19,Hyderabad,Telangana,South,Premium,2022-07-21
C1956,Timothy Chawla,Male,56,Nagpur,Maharashtra,West,Premium,2025-02-24
C1957,Lohit Narula,Male,42,Gurugram,Haryana,North,Premium,2021-12-14
C1958,Wazir Palan,Male,34,Chandigarh,Punjab,North,Regular,2022-02-03
C1959,Oliver Chakrabarti,Female,35,Chandigarh,Punjab,North,Premium,2025-01-19
C1960,Sanya Apte,Male,22,Gurugram,Haryana,North,Regular,2022-11-30
C1961,Shaurya Krish,Female,21,Pune,Maharashtra,West,Regular,2023-08-25
C1962,Inaya Kunda,Male,49,Hyderabad,Telangana,South,New,2023-12-10
C1963,Aarav Bava,Female,24,Coimbatore,Tamil Nadu,South,Regular,2022-06-21
C1964,Raksha Saini,Male,46,Ahmedabad,Gujarat,West,Premium,2024-11-29
C1965,Odika Tailor,Male,54,New Delhi,Delhi,North,Premium,2021-11-17
C1966,Indali Prashad,Male,59,Kochi,Kerala,South,Premium,2024-04-05
C1967,Varenya Kar,Female,27,Nagpur,Maharashtra,West,Premium,2023-08-29
C1968,Siya Borah,Female,48,Ahmedabad,Gujarat,West,Regular,2024-05-11
